,id,message,screen_name
333,1262804348289060865,"RT @jotamarquesrj: E aí, @wilsonwitzel? Qual a frase de efeito agora? O que diz para uma família com um adolescente de 14 anos assassinado…",HeyyCristiano
334,1262804348234596360,"RT @RCasara: @veramagalhaes @felipeneto Vera, do ponto de vista histórico, o STF validou várias ilegalidades. Até, vale sempre lembrar, a e…",NiltonIF
335,1262804348079398912,rave de samba depois da covid ? Quem quer ?,DehGomezz
336,1262804347852906502,RT @kaiovinilima: Não temos mais vagas na UTI. Da semana passada até hoje tivemos um aumento de 200% da capacidade total da enfermaria COVI…,verdinhamom
337,1262804347676696587,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,larihfreitaxs
338,1262804347529973760,@Paulo_Filho20 corona fdp ne,bellz_marcelino
339,1262804347274002432,corona eu nao te aguento mais infernooooooo https://t.co/tRBxmEW2Nc,whomomsens
340,1262804347190116352,"RT @BrazilFight: BOLSONARO NA REUNIÃO MINISTERIAL:

“Esse bosta do governador de SP e esse estrume do governador do RJ se aproveitaram do v…",STomaskok
341,1262804346141585412,RT @revistaoeste: Presidente comunista é acusado de ocultar informações sobre a pandemia; garantiu que doará US$ 2 bilhões para a luta cont…,flapinheiro
342,1262804345625640961,"@TedMartinsReal Vamos lá, refletir. O PT não exerceu uma política de esquerda o PT fez o que vocês não estão conseguindo. O PT só esteve no poder pq os Neoliberais deixaram, participaram e mamaram, muitos deles estão participando desse governo. O Erro do PT foi dar dinheiro aos empresários.",RamisSilva2
343,1262804345495617539,RT @MonicaSeixas: Foi golpe. Bolsonaro é fascista. Doria é um oportunista. A ciência está certa. Quarentena é necessária. Cloroquina não fu…,karou_layne
344,1262804344984014849,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,sosdri
345,1262804344979755010,"RT @bibonunes1: É tragicômico o brilho nos olhos dos apresentadores do JN, quando anunciam o aumento do número de mortos no Brasil, pela co…",mdbgrava
346,1262804344971411456,RT @UOLNoticias: Docente que foi sem máscara a ato pró-Bolsonaro morre com suspeita de covid https://t.co/PppZq3t4Cl,Rafaela12557045
347,1262804343033663499,"nessa foto apenas vejo pessoas que não se importam com vidas alheias

p.s: quando a gente for homenagear stuart angel, torturado na ditadura, não me venha pedir para separar Flamengo e política https://t.co/XaN7XkPHvC",artemiszinha
348,1262804342912028672,RT @palmeriodoria: O Brasil chegou terceiro lugar no ranking do Covid. Até o fim da semana alcança o segundo. Na semana que vem entra em se…,genario_azevedo
349,1262804342878453763,"RT @katnissong: Se você ainda não Jogos Vorazes, se trata de uma trilogia de ficção que discute política e a natureza humana. Nela, jovens…",todabarbiex
350,1262804342559649793,"RT @MidiaNINJA: O Projeto de Lei nº 1.142/20, de autoria da Deputada Federal @prof_rosaneide e outros coautores, que dispõe sobre a criação…",Marlevyina
351,1262804342505189381,RT @GuilhermeBoulos: O desespero é combustível do fascismo. Entenda a estratégia de Bolsonaro. #CafeComBoulos https://t.co/XBIQnLNo1b,giioferr
352,1262804342316437506,Nunca mais vou perdoar o bolsonaro e o felipe Neto por me fazer concordar com o Arthur Moledo,LuanOli23
353,1262804341901144065,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",brennolit
354,1262804341569847299,"@marcio37 @deny_denyca23 @jairbolsonaro E o decreto de uma Senadora ou Deputada, não lembro bem, foi: NINGUÉM estará autorizado a fiscalizar nada, deixem os Prefeitos e Governadores em paz, eles sabem onde GASTAR a grana enviada pelo Governo Federal.",sergiobarrosaju
355,1262804341326479361,"RT @raffa_silva00: E isto é motivo de gozo? É grande homem e super humilde, nunca vi nenhum presidente tão ligado ao povo como este!!",_bdsf_
356,1262804340735172609,"RT @AiltonBenedito: O totalitarismo do bem, do pré-natal ao além-túmulo, desembarcou sem pudor no Brasil. Manipulando o medo natural da mor…",Catelan16
